glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
5.0,2 Nov 2018,Divisional Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23236092.htm,Anonymous employee,"Current employee, more than 10 years",One of the top public sector bank in India,Salary is fixed as per designation not as per the work handled /KRA/ contribution in business growth,Show more,Bengaluru,,
4.0,28 May 2019,Financial Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26348783.htm,Anonymous employee,Former employee,A premier nationalized  bank with a lot of firsts in the state and in India . Very high skilled workforce and ethics.,Bureaucratic  set up.,Show more,,,
5.0,7 Nov 2020,I worked honestly as per employer expectations.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38108559.htm,Anonymous employee,"Former employee, more than 10 years",Only for salary and serviced to public people.,Satisfying the customer of bank is a big challenge.,Show more,,,
3.0,21 Feb 2016,Investment  officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW9645329.htm,Investment officer,"Former employee, more than 1 year",For me was a great opportunity  working in tat bank really I enjoyed working there n learn lot of things,"Management us weak
Lack of communication",Show more,"Indi, Karnataka",,
5.0,21 Aug 2020,Customer friendly public sector Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW35140034.htm,Anonymous employee,Former employee,4th largest scheduled commercial Bank. Known for its customer friendly products.,Digital banking not fully exploited,Show more,Nellore,,
3.0,25 Mar 2021,Poor Administration,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44554539.htm,Loan officer,"Current employee, more than 5 years",diverse working platform and huge advances,no senior help in career growth or in learning banking practies. one is literally thrown into branch banking without any help,Show more,Bhilai,,
4.0,4 Aug 2012,so far enriching,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1808995.htm,Manager,"Current employee, more than 1 year",good exposure to forex business,lack of training to employee,Show more,Bengaluru,,
5.0,13 Nov 2012,Annual Appraisal,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2130449.htm,Manager,"Current employee, more than 10 years","Systematic, timely, appraised by the immediate supervisor",Unidirectional... maintained as confidential report ...,Show more,Karnāl,,
3.0,23 Jun 2018,Not satisfied,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21177336.htm,Anonymous employee,"Current employee, less than 1 year",,,,,Good environment to work in. Room for growth and progress. Good on the job training for two years in probation,Salary less as compared to workload.
4.0,11 Jul 2018,Branch manager or secondline branch manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21440160.htm,Anonymous employee,"Current employee, more than 10 years",,,,,Provides enough benefits for their employees.,Leaves will be very hard to get if you a in charge of a branch.
5.0,7 Jan 2021,Trusted job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40251948.htm,Senior manager,Current employee,,,,Bengaluru,Govt job with good perks. One of the best Bank in india,Work load is high. You have to be updated with the market
5.0,22 Mar 2021,Overall professionalism,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44372133.htm,General manager,"Former employee, more than 10 years",Proactive bussiness environment leading to job satisfaction to employees.,Negative motivation techniques for average performers,Show more,Bengaluru,,
4.0,9 Aug 2013,GOOD FOR SOUTH INDIANS - POs AND SWOs.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2914276.htm,Swos,"Current employee, less than 1 year","now only joined... its good in work culture,computerization,etc...",difficult to list without knowing abt banking fully...,Show more,Coimbatore,,
3.0,9 Mar 2014,"GOOD, BUT A LOT OF IMPROVEMENT IS REQUIRED",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW3837872.htm,Anonymous employee,Current employee,,,,,Working in public sector and if interested in service sector,same work again and again make you feel bore
4.0,24 Jul 2017,One of the better ones !,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16042467.htm,Probationary officer,"Former employee, less than 1 year","Good learning opportunities,
manageable lifestyle ,less work load.","wrong rotation policy.
in office politics
no or less support from seniors.",Show more,Bhopal,,
4.0,6 Sept 2017,probationary officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16698925.htm,Anonymous employee,"Current employee, more than 3 years",The working environment at Canara bank is very good.,"There are no cons.
Every employee is so much helpful.",Show more,Noida,,
4.0,20 Jan 2019,"I just joined this org, so it will be too early to comment",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW24297095.htm,Assistant manager,"Current employee, less than 1 year",,,,Mangalore,It takes care of its employees,Frequent transfer from one state to another
4.0,16 Jul 2019,Worked as Branch Head as well as Admin head,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW28046196.htm,Senior manager,"Former employee, more than 10 years",,,,Karnāl,Canara Bank has a family culture,Salary not comparable to Central govt employees
4.0,7 Oct 2019,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW29655439.htm,Anonymous employee,Former employee,"Good salary compared to it companies.
Lot of perks like furniture and petrol allowance
Get benefits life loan at low interest.",work life balance not so good.,Show more,,,
5.0,27 Nov 2019,Office Assistant Computers,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30599047.htm,Anonymous employee,Current employee,Very transperant Bank of India and quite benefitial,Remote offices are really remote and may not be commutable,Show more,,,
2.0,9 Jul 2021,Worst management to work under,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49565784.htm,Probationary officer,"Current employee, less than 1 year",,,,"Anantapur, Andhra Pradesh",You will get the tag of working under a Public sector Bank,No real management. Nobody cares for your problems once you're in.
3.0,11 Sept 2021,Work life,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW52411204.htm,Anonymous employee,"Current employee, more than 3 years",,,,,One of the best bank to work with. 2nd top bank in India,"Work pressure, no professionalism, extended working hours, no value of hard work"
4.0,24 Jun 2012,healthy  work environment and better growth opportunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1641689.htm,Probationary officer,"Current employee, less than 1 year",,,,Calcutta,it has emerged as 3rd ranking bnk interms of profit,no comments  to say for disadvantages
5.0,3 Mar 2020,"My internship review at Canara bank, Hyderabad",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32186410.htm,Internship,"Former intern, less than 1 year",,,,Hyderābād,Nice environment and training is really helpful,"Should update their desktops, servers and wifi for quick responses"
4.0,17 Jun 2012,Very Good place to learn.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1612121.htm,Anonymous employee,"Current employee, more than 1 year",For me its a good place to get the exposure.,Narrow thinking and lagging in advance technology.,Show more,Mumbai,,
4.0,6 Sept 2017,Excellent work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16684569.htm,Anonymous employee,Current employee,,,,,One of the best work culture you'll find in PSBs.,"As an employee in a pan,you're liable to be posted anywhere."
5.0,22 Dec 2017,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18451833.htm,Officer,"Current employee, more than 10 years",Solid knowledge base and hand holding the youngsters,Salary and benefits no bonus,Show more,Hyderābād,,
3.0,21 Aug 2018,OFFICER,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW22075253.htm,Officer,"Current employee, more than 3 years","Opportunity to interact with a variety of people.
Good work life balance",Depending  on the team you have; one may face various difficult situations,Show more,New Delhi,,
5.0,19 May 2019,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26211791.htm,Manager,"Former employee, more than 10 years","Good HR culture, team work in encouraged","Work hours unlimited, culture of sitting after close hours",Show more,New Delhi,,
5.0,9 Feb 2020,Work depends on the branch u r posted,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31766958.htm,Loan officer,"Current employee, more than 5 years","Govt job
Job security
Fixed timings
Weekend leave",Difficult at times when customer rush is there,Show more,Chennai,,
4.0,19 Nov 2020,One of the best PSB in India. Potential to be more,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38512707.htm,Assistant manager,Former employee,"Good HR
Good work culture
Good Customer service",less cooperation between employees and senior management,Show more,Bhopal,,
4.0,5 Jan 2021,Good for security but not for growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40115673.htm,Associate consultant,Former employee,,,,Hyderābād,Better Management team compared to SBI. Very accommodative for female employees.,"Mundane Job, No growth at all."
2.0,17 Mar 2021,Mixed Bag,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44121732.htm,Marketing officer,"Current employee, more than 1 year","Govt Job
Timely salaries and perks","Complete sales
Transfers and rural posting
Salary decent
Lot of field work
Marketing officer are neglected for PCs , Seats etc..almost everything",Show more,Pune,,
4.0,5 Apr 2021,Great work culture and colleagues,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45032813.htm,Probation officer,"Former employee, more than 1 year","It's a PSU and lots of perks to enjoy ,speed promotion",Poor infra in rural areas,Show more,Shimoga,,
3.0,20 May 2021,An Introspective review from its employee,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47204450.htm,Branch manager,"Current employee, more than 5 years",Many things including Job Security for the name sake,Extreme pressure environment especially for tertiary sales,Show more,,,
5.0,27 Nov 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55926953.htm,Senior manager,Current employee,Government PSU Bank with best performance in all business parameters.,Issues like all other PSU Banks.,Show more,"Gorakhpur, Uttar Pradesh",,
4.0,14 Dec 2012,good exposure and learning and interactive environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2207738.htm,Corporate project finance analyst,"Current intern, less than 1 year",,,,Hyderābād,"learning opportunities, colleague interaction and seniors helpfullness",routine/monotonous for challenge loving people
4.0,17 May 2016,health of a company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW10626469.htm,Anonymous employee,"Former employee, more than 10 years",,,,Calcutta,good caring professional target oriented,"late night working , very demanding , no free time"
