"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_responseLogo__9tv_M src","review-details_employerName__MLS_I","review-details_employerDate__XHTEv","review-details_isCollapsed__Bsg_9 3","expand-button_ExpandButton__FlBlZ 2"
"4.0","28 Jul 2021","Good learning, nice work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW50381109.htm","Senior front end engineer","Current employee, more than 1 year","","","Noida","Good work life balance
Opportunities to learn
Encouragement to innovate and share ideas
Casual and fun work environment, party culture","Annual increment is not as expected
Unnecessary reviews keep happening after every 2-3 months
Leaves are less in number
No additional perks","Show more","https://media.glassdoor.com/sql/337306/info-edge-squareLogo-1671695672516.png","Info Edge Response","4y","Thank you for taking the time to provide your feedback. We are constantly evaluating our benefits and compensation packages and comparing them to our competitors in the area to ensure that our employees get remunerated appropriately. 
Reference your review regarding leaves, we have extensively evaluated the leave policy in comparison to other employers and validated that our leave policy showcases our employee centric approach. We keep revisiting our internal frameworks from time to time and make suitable adjustments to the policy. In case you would like to provide further feedback, please email us at anchal.kandpal@infoedge.com.

Regards,
Team InfoEdge","Show more"
"4.0","13 Aug 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW51081579.htm","Business intern","Current intern","","","","Nice atmosphere and work from home team work flexibility i like to work here teams are so supportive and friendly","Atmosphere is good but managers are not supportive........... High pressure ...manger dont listen to your queries...not like to be here","Show more","https://media.glassdoor.com/sql/337306/info-edge-squareLogo-1671695672516.png","Info Edge Response","4y","Thank you for taking the time to provide feedback. Reference your concern, we are pleased to share that it is a constant endeavour to maintain transparency on all fronts at Info Edge. If you would like to provide any further feedback or suggest ways that we could help you, please email us at anchal.kandpal@infoedge.com.

Regards,
Team Info Edge","Show more"
"4.0","8 Jul 2012","Info Edge (First Naukri)","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW1702933.htm","Anonymous employee","Current employee, less than 1 year","","","Bengaluru","Emerging brand with the backing of a huge giant like Info Edge.
Work hard and smart to grow with the company. Have to put in 100% efforts.","New market space has to be established and many competitors.","Show more","","","","",""
"4.0","13 Sept 2014","A perfect company to start career for a fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW4963280.htm","Testing engineer","Current employee, less than 1 year","","","Noida","1. Good Work Culture.
2. A good place to learn.
3. Friendly work Environment.
4. Good managers and top level officials.","1. Salary package is on lower side.
2. Canteen Food not up to mark.","Show more","","","","",""
"5.0","24 Jan 2016","Awesome Organization to Work With","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW9319907.htm","Branch sales manager","Former employee","","","Ahmedabad","Transparent Culture, Stable & Sustainable Career, Freedom to experiment with self, Strong Brands, Collaborative work enviornment","Minimal attrition in the organization restricting career growth after a point","Show more","","","","",""
"4.0","3 Aug 2017","Area Manager - Digital Advertising","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW16198935.htm","Area manager - digital advertising","Former employee, more than 1 year","","","Noida","Culture, Independence, Life and work balance","Pay, HR System, Hierarchy, Benefits","Show more","","","","",""
"5.0","3 Sept 2019","5.5 Year Plus Experience in Inside Sales with Naukri.Com","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW28993950.htm","Assistant manager direct sales","Current employee, more than 5 years","","","Noida","5 Days working, Salary on time, Great working environment for women. Company norms are excellent.Good Incentive Slab.","Growth is stagnant after a certain level.","Show more","","","","",""
"2.0","3 Oct 2020","Associate Senior Executive at Info Edge (India) Ltd, 99acres.com","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW36664789.htm","Sales associate","Current employee","","","New Delhi","•	Maintaining Trustworthy Relationship with the clients.
•	Recognized by increasing sales revenue by 10 – 20 % on a regular basis.
• Achieving sales targets on a quarterly basis.","•	Work-life balance
•	Working hours in sales
• Unachiviable target","Show more","","","","",""
"4.0","28 May 2021","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW47623396.htm","Senior corporate sales executive","Former employee, more than 1 year","","","Calcutta","Supportive Team, Learn new tools.","The work culture becomes toxic","Show more","","","","",""
"2.0","17 Dec 2021","Worst management in Jeevansathi division","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW56801241.htm","Relationship executive","Former employee, less than 1 year","","","","None
They are good to you only in beginning. After that they start to exploit you.","They expect inhuman working hours.
The leads provided are bad quality leads.
No promotions.
No salary hikes.","Show more","","","","",""
"3.0","3 Feb 2013","join here for tension free life with decent growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW2336453.htm","Senior software engineer","Current employee, more than 1 year","","","Noida","cool work life balance, no work pressure","Less compensation package compared to other product companies.
Less innovation in technology area, using age old php stack and high resistance to change in technology","Show more","","","","",""
"5.0","19 Jun 2014","Autonomy with Responsibility","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW4432195.htm","Anonymous employee","Current employee, more than 1 year","","","Noida","Full freedom to do what you think is right
easily accessible top management","No structured career development - have to seize own opportunities","Show more","","","","",""
"4.0","7 May 2015","Good for Freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW6543738.htm","Anonymous employee","Current employee","","","","-Good Learning Experience
-Can put forward your ideas without fear
-Whole web domain experience from setup to deployments
-Flexible timing","-Upper level lethargy
-Office Politics
-Bit resistance in accepting new technology
-Less parties","Show more","","","","",""
"2.0","3 Jun 2015","Pls. exercise caution before joining","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW6787996.htm","Assistant manager","Current employee, more than 1 year","","","Noida","Good Infrastructure and average salary & benefits","loose and cumbersome processes, not streamlined at all. seems being managed by ex-ITES professionals. Slow growth","Show more","","","","",""
"3.0","14 Sept 2016","Good company to work in","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW11929586.htm","Software developer","Current employee, less than 1 year","","","Noida","Good place to work in relaxed environment ,can learn through experience ,fast growth not very high salaries,but not very stressful either","not much to learn slow paced work not very developing at a fast pace","Show more","","","","",""
"3.0","2 Dec 2016","Not for high aspiration people in technology","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW12859945.htm","Anonymous employee","Former employee","","","","Stability- being the oldest product company it is quite stable.
Campus- Good infra campus","Old people with set back attitude.
High level of politics.
Not much to learn, not advisable in the early stage of career.","Show more","","","","",""
"4.0","22 Dec 2016","Nice work Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW13082935.htm","Senior software engineer","Former employee, more than 3 years","","","Noida","Good place to start a career as a software engineer
1. Nice office 
2. Working hours flexible, comfortable work culture esp for female employees","Salary not at par with the current market trend.","Show more","","","","",""
"4.0","20 Mar 2017","Product Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW14257413.htm","Anonymous intern","Former intern, less than 1 year","","","Noida","Great work culture 
Supportive team
Great office space and cafeteria to take breaks","No clear strategy as to what they want to achieve","Show more","","","","",""
"4.0","7 Jun 2017","Sr Executive review","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW15368866.htm","Senior executive - corporate sales officer","Current employee, less than 1 year","","","","Great to work with the company.
Monthly bonuses.
Medical benefits.
Salary on time.
Great working enviornment.","Its been only 6 months.. so i dont thing there will be any cons.
You just have to give ur best.","Show more","","","","",""
"4.0","29 Aug 2018","work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW22231090.htm","Anonymous employee","Current employee","","","","#  good worklife balance
# salary on time
# professional staff
# infrastructure is good.
# job security
# good salary","# No growth for extra talented employee.
# boring outdoor trip with economical budget. 
# IT department sucks.","Show more","","","","",""
